location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom,year,month,day,hour
Tramway,Albuquerque,United States,o3,0.061,2022-05-03 07:00:00+00:00,ppm,AirNow,1.0,35.185,-106.5077,POINT(35.185 1),2022,5,3,7
Chatfield Park - 115,Denver-Aurora,United States,o3,0.05,2022-05-08 16:00:00+00:00,ppm,AirNow,1.0,39.5339,-105.07,POINT(39.5339 1),2022,5,8,16
Glendale Community C,Phoenix-Mesa-Scottsdale,United States,o3,0.059,2022-05-10 23:00:00+00:00,ppm,AirNow,1.0,33.5694,-112.1915,POINT(33.5694 1),2022,5,10,23
Paradise Road,Santa Barbara-Santa Maria,United States,o3,0.048,2022-04-29 00:00:00+00:00,ppm,AirNow,1.0,34.5414,-119.7906,POINT(34.5414 1),2022,4,29,0
Brockton,PLYMOUTH,United States,o3,0.04,2022-05-15 23:00:00+00:00,ppm,AirNow,1.0,42.065119,-71.012686,POINT(42.065119 1),2022,5,15,23
Canyonlands NP,SAN JUAN,United States,o3,0.054,2022-05-21 22:00:00+00:00,ppm,AirNow,1.0,38.4583,-109.8211,POINT(38.4583 1),2022,5,21,22
Mountains Edge,Las Vegas-Paradise,United States,o3,0.05,2022-05-10 09:00:00+00:00,ppm,AirNow,1.0,36.0075,-115.263056,POINT(36.0075 1),2022,5,10,9
Brunswick,Brunswick,United States,o3,0.027,2022-05-20 04:00:00+00:00,ppm,AirNow,1.0,31.1694,-81.4964,POINT(31.1694 1),2022,5,20,4
St. Marks Wildlife R,Tallahassee,United States,o3,0.046,2022-05-12 20:00:00+00:00,ppm,AirNow,1.0,30.0842,-84.1617,POINT(30.0842 1),2022,5,12,20
Blue Point Sheriff S,Phoenix-Mesa-Scottsdale,United States,o3,0.042,2022-05-06 04:00:00+00:00,ppm,AirNow,1.0,33.5455,-111.6093,POINT(33.5455 1),2022,5,6,4
CORBIN,Richmond,United States,o3,0.034,2022-05-04 18:00:00+00:00,ppm,AirNow,1.0,38.20087,-77.37742,POINT(38.20087 1),2022,5,4,18
Union,NOWATA,United States,o3,0.042,2022-05-09 21:00:00+00:00,ppm,AirNow,1.0,36.918242,-95.632127,POINT(36.918242 1),2022,5,9,21
Indpls-Harding St,Indianapolis,United States,o3,0.029,2022-05-19 01:00:00+00:00,ppm,AirNow,1.0,39.7489,-86.1861,POINT(39.7489 1),2022,5,19,1
Eastside,Chattanooga,United States,o3,0.045,2022-04-30 19:00:00+00:00,ppm,AirNow,1.0,35.1028,-85.1622,POINT(35.1028 1),2022,4,30,19
Coyote Ranger Distri,RIO ARRIBA,United States,o3,0.043,2022-05-09 04:00:00+00:00,ppm,AirNow,1.0,36.187733,-106.698378,POINT(36.187733 1),2022,5,9,4
Lynn Lane,Tulsa,United States,o3,0.017,2022-05-05 10:00:00+00:00,ppm,AirNow,1.0,36.1336,-95.7636,POINT(36.1336 1),2022,5,5,10
Petrified Forest NP,NAVAJO,United States,o3,0.029,2022-05-26 13:00:00+00:00,ppm,AirNow,1.0,34.822498,-109.891899,POINT(34.822498 1),2022,5,26,13
Sutter Buttes (seaso,SUTTER,United States,o3,0.044,2022-03-31 21:00:00+00:00,ppm,AirNow,1.0,39.20556,-121.82046,POINT(39.20556 1),2022,3,31,21
SF-USD,Sioux Falls,United States,o3,0.031,2022-05-04 02:00:00+00:00,ppm,AirNow,1.0,43.59901,-96.78331,POINT(43.59901 1),2022,5,4,2
Dunkirk,CHAUTAUQUA,United States,o3,0.056,2022-05-10 15:00:00+00:00,ppm,AirNow,1.0,42.4992,-79.32,POINT(42.4992 1),2022,5,10,15
Hayward,San Francisco-Oakland-Fremont,United States,o3,0.04,2022-04-28 03:00:00+00:00,ppm,AirNow,1.0,37.6547,-122.0317,POINT(37.6547 1),2022,4,28,3
Dayville,Evansville,United States,o3,0.011,2022-05-12 06:00:00+00:00,ppm,AirNow,1.0,37.9536,-87.29,POINT(37.9536 1),2022,5,12,6
Cheeka Peak,Port Angeles,United States,o3,0.035,2022-05-04 01:00:00+00:00,ppm,AirNow,1.0,48.2867,-124.6203,POINT(48.2867 1),2022,5,4,1
Tempe,Phoenix-Mesa-Scottsdale,United States,o3,0.05,2022-05-09 17:00:00+00:00,ppm,AirNow,1.0,33.4124,-111.9347,POINT(33.4124 1),2022,5,9,17
Concord,San Francisco-Oakland-Fremont,United States,o3,0.023,2022-05-12 08:00:00+00:00,ppm,AirNow,1.0,37.9383,-122.025,POINT(37.9383 1),2022,5,12,8
Millington,KENT,United States,o3,0.019,2022-05-05 10:00:00+00:00,ppm,AirNow,1.0,39.305199,-75.797203,POINT(39.305199 1),2022,5,5,10
WNVLELSC,HAYWOOD,United States,o3,0.017,2022-04-30 06:00:00+00:00,ppm,AirNow,1.0,35.507224,-82.963625,POINT(35.507224 1),2022,4,30,6
Ellyson Industrial P,Pensacola-Ferry Pass-Brent,United States,o3,0.03,2022-05-06 10:00:00+00:00,ppm,AirNow,1.0,30.525,-87.204399,POINT(30.525 1),2022,5,6,10
GRAND RAPIDS,Grand Rapids-Wyoming,United States,o3,0.027,2022-05-26 04:00:00+00:00,ppm,AirNow,1.0,42.984699,-85.671097,POINT(42.984699 1),2022,5,26,4
Senior Center,Phoenix-Mesa-Scottsdale,United States,o3,0.044,2022-05-09 01:00:00+00:00,ppm,AirNow,1.0,33.4883,-111.855003,POINT(33.4883 1),2022,5,9,1
LEWISPOR,Owensboro,United States,o3,0.031,2022-05-20 01:00:00+00:00,ppm,AirNow,1.0,37.9389,-86.8969,POINT(37.9389 1),2022,5,20,1
PC South Girard Scho,Columbus,United States,o3,0.011,2022-05-21 07:00:00+00:00,ppm,AirNow,1.0,32.437028,-84.999653,POINT(32.437028 1),2022,5,21,7
TIDEWATER COMM. COLL,Virginia Beach-Norfolk-Newport News,United States,o3,0.053,2022-05-17 19:00:00+00:00,ppm,AirNow,1.0,36.90118,-76.43808,POINT(36.90118 1),2022,5,17,19
West Chandler Fire S,Phoenix-Mesa-Scottsdale,United States,o3,0.05,2022-05-03 02:00:00+00:00,ppm,AirNow,1.0,33.299,-111.8843,POINT(33.299 1),2022,5,3,2
Navajo Lake,Farmington,United States,o3,0.027,2022-05-16 08:00:00+00:00,ppm,AirNow,1.0,36.8097,-107.6517,POINT(36.8097 1),2022,5,16,8
Saginaw - Delight Va,Eugene-Springfield,United States,o3,0.032,2022-05-11 19:00:00+00:00,ppm,AirNow,1.0,43.83447,-123.035375,POINT(43.83447 1),2022,5,11,19
NEW HAVEN,Detroit-Warren-Livonia,United States,o3,0.031,2022-05-11 07:00:00+00:00,ppm,AirNow,1.0,42.7314,-82.7936,POINT(42.7314 1),2022,5,11,7
Joshua Tree NP - Cot,RIVERSIDE,United States,o3,0.053,2022-05-08 08:00:00+00:00,ppm,AirNow,1.0,33.7472,-115.8201,POINT(33.7472 1),2022,5,8,8
Ogden Dunes,Chicago-Naperville-Joliet,United States,o3,0.061,2022-05-19 19:00:00+00:00,ppm,AirNow,1.0,41.6175,-87.1992,POINT(41.6175 1),2022,5,19,19
CHICOPEE,Springfield,United States,o3,0.045,2022-05-08 19:00:00+00:00,ppm,AirNow,1.0,42.194401,-72.555603,POINT(42.194401 1),2022,5,8,19
Mesa Verde NP,MONTEZUMA,United States,o3,0.051,2022-05-15 23:00:00+00:00,ppm,AirNow,1.0,37.1983,-108.4903,POINT(37.1983 1),2022,5,15,23
Enumclaw Mud Mt (SO),Seattle-Tacoma-Bellevue,United States,o3,0.045,2022-04-29 23:00:00+00:00,ppm,AirNow,1.0,47.141102,-121.937897,POINT(47.141102 1),2022,4,29,23
Cove Mountain - GSMN,Sevierville,United States,o3,0.043,2022-05-20 13:00:00+00:00,ppm,AirNow,1.0,35.6967,-83.6089,POINT(35.6967 1),2022,5,20,13
Lompoc HS&P,Santa Barbara-Santa Maria,United States,o3,0.043,2022-04-28 18:00:00+00:00,ppm,AirNow,1.0,34.7256,-120.4278,POINT(34.7256 1),2022,4,28,18
Quaker City,NOBLE,United States,o3,0.04,2022-05-21 16:00:00+00:00,ppm,AirNow,1.0,39.9428,-81.3373,POINT(39.9428 1),2022,5,21,16
DECATUR,Decatur,United States,o3,0.031,2022-05-02 02:00:00+00:00,ppm,AirNow,1.0,39.8669,-88.9256,POINT(39.8669 1),2022,5,2,2
Westmorland - 570 Co,El Centro,United States,o3,0.066,2022-05-07 00:00:00+00:00,ppm,AirNow,1.0,33.0325,-115.6225,POINT(33.0325 1),2022,5,7,0
Taylorsville Liledou,ALEXANDER,United States,o3,0.029,2022-05-16 01:00:00+00:00,ppm,AirNow,1.0,35.9138,-81.191,POINT(35.9138 1),2022,5,16,1
Riverhead,New York-Northern New Jersey-Long Island,United States,o3,0.05,2022-05-11 00:00:00+00:00,ppm,AirNow,1.0,40.9617,-72.715,POINT(40.9617 1),2022,5,11,0
DECATUR,Decatur,United States,o3,0.047,2022-05-02 21:00:00+00:00,ppm,AirNow,1.0,39.8669,-88.9256,POINT(39.8669 1),2022,5,2,21
Enumclaw Mud Mt (SO),Seattle-Tacoma-Bellevue,United States,o3,0.033,2022-05-08 07:00:00+00:00,ppm,AirNow,1.0,47.141102,-121.937897,POINT(47.141102 1),2022,5,8,7
Missoula Boyd Park,MISSOULA,United States,o3,0.048,2022-05-13 20:00:00+00:00,ppm,AirNow,1.0,46.842297,-114.020549,POINT(46.842297 1),2022,5,13,20
NEW HAVEN,Detroit-Warren-Livonia,United States,o3,0.048,2022-05-11 17:00:00+00:00,ppm,AirNow,1.0,42.7314,-82.7936,POINT(42.7314 1),2022,5,11,17
FIVCO,Huntington-Ashland,United States,o3,0.003,2022-05-15 10:00:00+00:00,ppm,AirNow,1.0,38.4592,-82.6339,POINT(38.4592 1),2022,5,15,10
HUNTINGTON,CABELL,United States,o3,0.034,2022-05-09 00:00:00+00:00,ppm,AirNow,1.0,38.410242,-82.432436,POINT(38.410242 1),2022,5,9,0
Delaware,Columbus,United States,o3,0.042,2022-05-07 17:00:00+00:00,ppm,AirNow,1.0,40.356694,-83.063971,POINT(40.356694 1),2022,5,7,17
Miami East HS,Dayton,United States,o3,0.034,2022-04-03 03:00:00+00:00,ppm,AirNow,1.0,40.08455,-84.11412,POINT(40.08455 1),2022,4,3,3
Rifle Ozone,GARFIELD,United States,o3,0.043,2022-05-09 09:00:00+00:00,ppm,AirNow,1.0,39.541801,-107.784103,POINT(39.541801 1),2022,5,9,9
Rutgers University,New York-Northern New Jersey-Long Island,United States,o3,0.019,2022-05-25 05:00:00+00:00,ppm,AirNow,1.0,40.462181,-74.429436,POINT(40.462181 1),2022,5,25,5
Gilory - 9th Street,San Jose-Sunnyvale-Santa Clara,United States,o3,0.018,2022-05-10 09:00:00+00:00,ppm,AirNow,1.0,36.999571,-121.574684,POINT(36.999571 1),2022,5,10,9
Lawrenceville,Pittsburgh,United States,o3,0.041,2022-05-03 18:00:00+00:00,ppm,AirNow,1.0,40.4656,-79.9611,POINT(40.4656 1),2022,5,3,18
Porterville-NFS,TULARE,United States,o3,0.035,2022-05-05 04:00:00+00:00,ppm,AirNow,1.0,36.0319,-119.055,POINT(36.0319 1),2022,5,5,4
Stuart,MARTIN,United States,o3,0.007,2022-05-04 07:00:00+00:00,ppm,AirNow,1.0,27.172459,-80.240692,POINT(27.172459 1),2022,5,4,7
Sacaton,PINAL,United States,o3,0.039,2022-05-20 04:00:00+00:00,ppm,AirNow,1.0,33.080003,-111.739298,POINT(33.080003 1),2022,5,20,4
Brighton Township,Pittsburgh,United States,o3,0.011,2022-05-19 08:00:00+00:00,ppm,AirNow,1.0,40.6847,-80.3597,POINT(40.6847 1),2022,5,19,8
GRAFTON,Milwaukee-Waukesha-West Allis,United States,o3,0.053,2022-05-10 01:00:00+00:00,ppm,AirNow,1.0,43.3431,-87.9208,POINT(43.3431 1),2022,5,10,1
Edgewood,Baltimore-Towson,United States,o3,0.052,2022-05-11 19:00:00+00:00,ppm,AirNow,1.0,39.41,-76.2967,POINT(39.41 1),2022,5,11,19
White Plains,New York-Northern New Jersey-Long Island,United States,o3,0.022,2022-05-26 11:00:00+00:00,ppm,AirNow,1.0,41.0522,-73.7642,POINT(41.0522 1),2022,5,26,11
OWENPRI,Owensboro,United States,o3,0.032,2022-05-04 02:00:00+00:00,ppm,AirNow,1.0,37.7808,-87.0756,POINT(37.7808 1),2022,5,4,2
Paynes Prairie Farm,ALACHUA,United States,o3,0.045,2022-05-15 19:00:00+00:00,ppm,AirNow,1.0,29.56615,-82.266066,POINT(29.56615 1),2022,5,15,19
CAPCOG Round Rock Br,Austin-Round Rock,United States,o3,0.04,2022-05-11 19:00:00+00:00,ppm,AirNow,1.0,30.513854,-97.666703,POINT(30.513854 1),2022,5,11,19
LaPorte-E. Lincolnwa,Michigan City-La Porte,United States,o3,0.033,2022-04-29 11:00:00+00:00,ppm,AirNow,1.0,41.6292,-86.6847,POINT(41.6292 1),2022,4,29,11
Lancaster-Division,Los Angeles-Long Beach-Santa Ana,United States,o3,0.056,2022-05-03 03:00:00+00:00,ppm,AirNow,1.0,34.669589,-118.130689,POINT(34.669589 1),2022,5,3,3
WHlthDpt,Wichita,United States,o3,0.03,2022-05-19 11:00:00+00:00,ppm,AirNow,1.0,37.7011,-97.3139,POINT(37.7011 1),2022,5,19,11
Hinds CC,Jackson,United States,o3,0.029,2022-05-10 08:00:00+00:00,ppm,AirNow,1.0,32.346734,-90.225762,POINT(32.346734 1),2022,5,10,8
Petrified Forest NP,NAVAJO,United States,o3,0.046,2022-04-14 03:00:00+00:00,ppm,AirNow,1.0,34.822498,-109.891899,POINT(34.822498 1),2022,4,14,3
Painesville,Cleveland-Elyria-Mentor,United States,o3,0.055,2022-05-12 16:00:00+00:00,ppm,AirNow,1.0,41.726811,-81.242156,POINT(41.726811 1),2022,5,12,16
SEAFORD,Seaford,United States,o3,0.046,2022-04-29 13:00:00+00:00,ppm,AirNow,1.0,38.6539,-75.6106,POINT(38.6539 1),2022,4,29,13
Mesa Verde NP,MONTEZUMA,United States,o3,0.044,2022-05-15 02:00:00+00:00,ppm,AirNow,1.0,37.1983,-108.4903,POINT(37.1983 1),2022,5,15,2
Converse County Long,CONVERSE,United States,o3,0.038,2022-04-30 09:00:00+00:00,ppm,AirNow,1.0,43.1,-105.5,POINT(43.1 1),2022,4,30,9
Lancaster,Lancaster,United States,o3,0.041,2022-04-14 03:00:00+00:00,ppm,AirNow,1.0,40.0467,-76.2833,POINT(40.0467 1),2022,4,14,3
Painesville,Cleveland-Elyria-Mentor,United States,o3,0.023,2022-05-05 15:00:00+00:00,ppm,AirNow,1.0,41.726811,-81.242156,POINT(41.726811 1),2022,5,5,15
TCSE,Youngstown-Warren-Boardman,United States,o3,0.031,2022-04-29 07:00:00+00:00,ppm,AirNow,1.0,41.240537,-80.662759,POINT(41.240537 1),2022,4,29,7
Redlands - Dearborn,Riverside-San Bernardino-Ontario,United States,o3,0.013,2022-05-23 10:00:00+00:00,ppm,AirNow,1.0,34.059626,-117.147347,POINT(34.059626 1),2022,5,23,10
NCORE - Bishop,Bishop,United States,o3,0.039,2022-05-07 06:00:00+00:00,ppm,AirNow,1.0,37.360701,-118.330835,POINT(37.360701 1),2022,5,7,6
Bakersfield-Muni,Bakersfield,United States,o3,0.055,2022-05-13 23:00:00+00:00,ppm,AirNow,1.0,35.3313,-119.0,POINT(35.3313 1),2022,5,13,23
Hinds CC,Jackson,United States,o3,0.026,2022-05-14 04:00:00+00:00,ppm,AirNow,1.0,32.346734,-90.225762,POINT(32.346734 1),2022,5,14,4
West Union,CLARK,United States,o3,0.057,2022-05-16 22:00:00+00:00,ppm,AirNow,1.0,39.210883,-87.668416,POINT(39.210883 1),2022,5,16,22
Simi Valley - Cochra,Oxnard-Thousand Oaks-Ventura,United States,o3,0.038,2022-05-25 05:00:00+00:00,ppm,AirNow,1.0,34.27632,-118.68369,POINT(34.27632 1),2022,5,25,5
Linville Falls,AVERY,United States,o3,0.044,2022-05-09 21:00:00+00:00,ppm,AirNow,1.0,35.972347,-81.933072,POINT(35.972347 1),2022,5,9,21
Jefferson-Laatsch,JEFFERSON,United States,o3,0.023,2022-05-04 09:00:00+00:00,ppm,AirNow,1.0,43.0034,-88.8283,POINT(43.0034 1),2022,5,4,9
Catawba Indian Natio,Charlotte-Gastonia-Concord,United States,o3,0.017,2022-05-06 12:00:00+00:00,ppm,AirNow,1.0,34.91263,-80.874283,POINT(34.91263 1),2022,5,6,12
Essex,Baltimore-Towson,United States,o3,0.024,2022-05-25 05:00:00+00:00,ppm,AirNow,1.0,39.310833,-76.474444,POINT(39.310833 1),2022,5,25,5
KSPORT,Kingsport-Bristol-Bristol,United States,o3,0.028,2022-05-06 02:00:00+00:00,ppm,AirNow,1.0,36.5819,-82.4858,POINT(36.5819 1),2022,5,6,2
Cool (Seasonal),Sacramento--Arden-Arcade--Roseville,United States,o3,0.042,2022-05-25 16:00:00+00:00,ppm,AirNow,1.0,38.89094,-121.00337,POINT(38.89094 1),2022,5,25,16
Conneaut,Ashtabula,United States,o3,0.041,2022-05-06 21:00:00+00:00,ppm,AirNow,1.0,41.959695,-80.572808,POINT(41.959695 1),2022,5,6,21
Diepsloot,City of Johannesburg,South Africa,o3,0.027292,2022-04-28 15:00:00+00:00,ppm,South Africa,1.0,-25.921853,28.018873,POINT(-25.921853 1),2022,4,28,15
Marapong,Waterberg,South Africa,o3,0.023242,2021-08-15 21:00:00+00:00,ppm,South Africa,1.0,-23.656028,27.627997,POINT(-23.656028 1),2021,8,15,21
Umkomaas,eThekwini Metro,South Africa,o3,0.027,2022-04-02 09:00:00+00:00,ppm,South Africa,1.0,-30.20803,30.78202,POINT(-30.20803 1),2022,4,2,9
Tshwane Market,City of Tshwane,South Africa,o3,0.00014,2022-05-08 23:00:00+00:00,ppm,South Africa,1.0,-25.740247,28.170315,POINT(-25.740247 1),2022,5,8,23
GR0048A,ΔΥΤΙΚΗ ΕΛΛΑΔΑ,Greece,no2,5.0,2020-06-11 01:00:00+00:00,µg/m³,EEA Greece,38.245975,21.735897,1.0,POINT(21.735897 38.245975),2020,6,11,1
MT00007,Gharb,Malta,no2,2.96756,2022-05-12 05:00:00+00:00,µg/m³,EEA Malta,1.0,36.0670700094886,14.19715309,POINT(36.0670700094886 1),2022,5,12,5
DK0034A,Hovedstaden,Denmark,no2,21.01,2022-05-05 12:00:00+00:00,µg/m³,EEA Denmark,1.0,55.6743033303032,12.571113917497,POINT(55.6743033303032 1),2022,5,5,12
DK0034A,Hovedstaden,Denmark,no2,22.94,2022-05-11 03:00:00+00:00,µg/m³,EEA Denmark,1.0,55.6743033303032,12.571113917497,POINT(55.6743033303032 1),2022,5,11,3
LT00033,Klaipeda,Lithuania,no2,20.2725,2022-05-20 23:00:00+00:00,µg/m³,EEA Lithuania,1.0,55.6899999995005,21.17946,POINT(55.6899999995005 1),2022,5,20,23
DK0031R,Midtjylland,Denmark,no2,1.37,2022-05-21 17:00:00+00:00,µg/m³,EEA Denmark,1.0,56.2903769274682,8.42740110752183,POINT(56.2903769274682 1),2022,5,21,17
LU0102A,Luxemburg,Luxembourg,no2,10.8,2022-05-07 20:00:00+00:00,µg/m³,EEA Luxemburg,1.0,49.50503999947,5.97694,POINT(49.50503999947 1),2022,5,7,20
HR0009A,Grad Zagreb,Croatia,no2,29.6,2022-05-20 07:00:00+00:00,µg/m³,EEA Croatia,1.0,45.7649472216856,16.0064694444444,POINT(45.7649472216856 1),2022,5,20,7
IE0147A,Kilkenny,Ireland,no2,2.25,2022-05-05 13:00:00+00:00,µg/m³,EEA Ireland,1.0,52.638798,-7.268114,POINT(52.638798 1),2022,5,5,13
BETR820,Antwerpen,Belgium,no2,35.0,2022-04-10 01:00:00+00:00,µg/m³,EEA Belgium,1.0,51.3204167857085,4.44481061898005,POINT(51.3204167857085 1),2022,4,10,1
HU0042A,Budapest,Hungary,no2,28.95214,2022-03-31 23:00:00+00:00,µg/m³,EEA Hungary,1.0,47.5419439994654,19.146122,POINT(47.5419439994654 1),2022,3,31,23
LV0026A,Riga,Latvia,no2,4.1296453,2022-05-22 10:00:00+00:00,µg/m³,EEA Latvia,1.0,56.9548469995096,24.104756,POINT(56.9548469995096 1),2022,5,22,10
MT00005,Msida,Malta,no2,23.58941,2022-05-16 10:00:00+00:00,µg/m³,EEA Malta,1.0,35.8958358794896,14.48998642,POINT(35.8958358794896 1),2022,5,16,10
MT00008,Attard,Malta,no2,10.61629,2022-04-30 09:00:00+00:00,µg/m³,EEA Malta,1.0,35.8900179994896,14.434464,POINT(35.8900179994896 1),2022,4,30,9
GR0039A,ΑΤΤΙΚΗ,Greece,no2,14.0,2022-05-22 17:00:00+00:00,µg/m³,EEA Greece,1.0,37.99510574,23.81941795,POINT(37.99510574 1),2022,5,22,17
CENTENARIO,Buenos Aires,Argentina,no2,0.021,2022-05-13 09:00:00+00:00,ppm,Buenos Aires,1.0,-34.60638,-58.43194,POINT(-34.60638 1),2022,5,13,9
林科所,怀化市,China,no2,37.0,2020-12-31 16:00:00+00:00,µg/m³,ChinaAQIData,1.0,27.5733,109.9333,POINT(27.5733 1),2020,12,31,16
LT00041,Kaunas,Lithuania,no2,7.07625,2022-05-22 23:00:00+00:00,µg/m³,EEA Lithuania,1.0,54.8951279994952,23.986222,POINT(54.8951279994952 1),2022,5,22,23
VILLA MARIA DEL TRIUNFO,Lima,Peru,no2,13.56,2022-04-16 04:00:00+00:00,µg/m³,Senamhi,1.0,-12.166389,-76.92,POINT(-12.166389 1),2022,4,16,4
IE0036A,Dublin City,Ireland,no2,33.67,2022-05-02 17:00:00+00:00,µg/m³,EEA Ireland,1.0,53.333333,-6.366667,POINT(53.333333 1),2022,5,2,17
HR0026A,Zagrebacka,Croatia,no2,18.2,2022-04-27 20:00:00+00:00,µg/m³,EEA Croatia,1.0,45.7148444091466,16.0682553185743,POINT(45.7148444091466 1),2022,4,27,20
BETB004,Brussels-Capital Region,Belgium,no2,22.0,2022-04-17 01:00:00+00:00,µg/m³,EEA Belgium,1.0,50.8508105371924,4.34858747427388,POINT(50.8508105371924 1),2022,4,17,1
AT4S404,Oberösterreich,Austria,no2,7.58999967,2022-05-05 11:00:00+00:00,µg/m³,EEA Austria,1.0,48.2252777994667,14.23888889,POINT(48.2252777994667 1),2022,5,5,11
AT2KA71,Kärnten,Austria,no2,10.47999954,2022-05-02 18:00:00+00:00,µg/m³,EEA Austria,1.0,46.6266166661308,14.2991444444444,POINT(46.6266166661308 1),2022,5,2,18
AT9JAEG,Wien,Austria,no2,4.97061395,2022-05-19 11:00:00+00:00,µg/m³,EEA Austria,1.0,48.2701583328001,16.2972633333333,POINT(48.2701583328001 1),2022,5,19,11
AT72113,Tirol,Austria,no2,0.95800006,2022-05-19 14:00:00+00:00,µg/m³,EEA Austria,1.0,47.2699027994649,11.3746611,POINT(47.2699027994649 1),2022,5,19,14
AT2KA21,Kärnten,Austria,no2,25.48025131,2022-03-30 18:00:00+00:00,µg/m³,EEA Austria,1.0,46.6255599994641,14.31806,POINT(46.6255599994641 1),2022,3,30,18
AT60135,Steiermark,Austria,no2,10.86961555,2022-05-12 09:00:00+00:00,µg/m³,EEA Austria,1.0,47.1130555550203,15.3391666666667,POINT(47.1130555550203 1),2022,5,12,9
AT60180,Steiermark,Austria,no2,11.17484664,2022-05-06 18:00:00+00:00,µg/m³,EEA Austria,1.0,47.4094429994652,15.253333,POINT(47.4094429994652 1),2022,5,6,18
AT9LIES,Wien,Austria,no2,10.41853523,2022-04-30 16:00:00+00:00,µg/m³,EEA Austria,1.0,48.1412499994665,16.30127778,POINT(48.1412499994665 1),2022,4,30,16
AT31402,Niederösterreich,Austria,no2,0.0,2022-05-15 15:00:00+00:00,µg/m³,EEA Austria,1.0,48.1249999994665,16.331388,POINT(48.1249999994665 1),2022,5,15,15
AT52000,Salzburg,Austria,no2,30.30979537,2022-04-01 18:00:00+00:00,µg/m³,EEA Austria,1.0,47.6830555994656,13.1,POINT(47.6830555994656 1),2022,4,1,18
AT60177,Steiermark,Austria,no2,4.81942844,2022-05-24 07:00:00+00:00,µg/m³,EEA Austria,1.0,47.5654389994654,14.244676,POINT(47.5654389994654 1),2022,5,24,7
AT30201,Niederösterreich,Austria,no2,12.90795707,2022-05-09 06:00:00+00:00,µg/m³,EEA Austria,1.0,47.9591669994661,16.205833,POINT(47.9591669994661 1),2022,5,9,6
AT30403,Niederösterreich,Austria,no2,3.25089311,2022-05-15 11:00:00+00:00,µg/m³,EEA Austria,1.0,48.3922222194671,16.522666622,POINT(48.3922222194671 1),2022,5,15,11
Rouse Hill,Sydney North-west,Australia,no2,0.005,2022-05-14 17:00:00+00:00,ppm,Australia - New South Wales,1.0,-33.682778,150.903611,POINT(-33.682778 1),2022,5,14,17
Alphington,Melbourne,Australia,no2,0.009,2022-05-25 20:00:00+00:00,ppm,Australia - Victoria,1.0,-37.7784081,145.0306,POINT(-37.7784081 1),2022,5,25,20
St Marys,Sydney North-west,Australia,no2,0.006,2022-05-06 22:00:00+00:00,ppm,Australia - New South Wales,1.0,-33.7972222,150.7658333,POINT(-33.7972222 1),2022,5,6,22
Camden,Sydney South-west,Australia,no2,0.002,2022-05-14 22:00:00+00:00,ppm,Australia - New South Wales,1.0,-34.0416667,150.6902778,POINT(-34.0416667 1),2022,5,14,22
BG0041A,Хасково,Bulgaria,no2,25.43,2022-05-26 04:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.056383,25.59345,POINT(42.056383 1),2022,5,26,4
BG0038A,Шумен,Bulgaria,no2,7.64,2022-05-07 19:00:00+00:00,µg/m³,EEA Bulgaria,1.0,43.268206,26.938439,POINT(43.268206 1),2022,5,7,19
BG0056A,Бургас,Bulgaria,no2,11.59,2022-05-24 16:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.456622,27.420967,POINT(42.456622 1),2022,5,24,16
BG0052A,София (столица),Bulgaria,no2,13.85,2022-04-28 17:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.666508,23.400164,POINT(42.666508 1),2022,4,28,17
BG0044A,Бургас,Bulgaria,no2,4.32,2022-05-25 04:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.518892,27.375144,POINT(42.518892 1),2022,5,25,4
BG0038A,Шумен,Bulgaria,no2,6.51,2022-05-15 07:00:00+00:00,µg/m³,EEA Bulgaria,1.0,43.268206,26.938439,POINT(43.268206 1),2022,5,15,7
BG0050A,София (столица),Bulgaria,no2,21.44,2022-05-15 02:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.680558,23.296786,POINT(42.680558 1),2022,5,15,2
BG0051A,Пловдив,Bulgaria,no2,1.72,2022-05-07 08:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.142889,24.765239,POINT(42.142889 1),2022,5,7,8
Cubatão-Centro,Cubatão,Brazil,no2,6.0,2022-05-08 17:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.87902673,-46.41848336,POINT(-23.87902673 1),2022,5,8,17
Cubatão-V.Parisi,Cubatão,Brazil,no2,67.0,2022-04-28 15:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.84941617,-46.38867624,POINT(-23.84941617 1),2022,4,28,15
Jundiaí,Jundiaí,Brazil,no2,22.0,2022-04-25 02:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.19200374,-46.89709727,POINT(-23.19200374 1),2022,4,25,2
